Core,Date,Time,Run,Headspace,Valve
BC12-7,7/26/18,5.16-6.22,7,15,3
BC12-10,7/26/18,5.16-6.22,7,17,4
BC12-8,7/26/18,5.16-6.22,7,16.5,5
BC12-5,7/26/18,5.16-6.22,7,17,6
BC12-11,7/26/18,5.16-6.22,7,15,7
BC12-12,7/26/18,5.16-6.22,7,15,8
BC14-10,7/26/18,5.16-6.22,7,15,9
BC14-15,7/26/18,5.16-6.22,7,15,10
BC12-6,7/26/18,5.16-6.22,7,17,11
BC12-2,7/26/18,5.16-6.22,7,15.5,12
BC14-7,7/26/18,5.16-6.22,7,15,13
BC12-15,7/26/18,5.16-6.22,7,15,14
BC14-3,7/26/18,5.16-6.22,7,15,15
BC14-8,7/27/18,9.06-10.13,1,15,1
BC15-1,7/27/18,9.06-10.13,1,15,3
BC14-14,7/27/18,9.06-10.13,1,14,4
BC14-14,7/27/18,9.06-10.13,1,14,5
BC14-2,7/27/18,9.06-10.13,1,17,6
BC14-5,7/27/18,9.06-10.13,1,15,7
BC14-4,7/27/18,9.06-10.13,1,16,8
BC15-14,7/27/18,9.06-10.13,1,16,9
BC15-8,7/27/18,9.06-10.13,1,19,10
BC15-10,7/27/18,9.06-10.13,1,17,11
BC15-4,7/27/18,9.06-10.13,1,16,12
BC15-12,7/27/18,9.06-10.13,1,16,13
BC15-13,7/27/18,9.06-10.13,1,17,14
BC15-9,7/27/18,9.06-10.13,1,19,15
BC13-15,7/27/18,10.24-11.29,2,15,1
BC13-4,7/27/18,10.24-11.29,2,17.5,3
BC13-8,7/27/18,10.24-11.29,2,18,4
BC13-9,7/27/18,10.24-11.29,2,19,5
BC15-5,7/27/18,10.24-11.29,2,15,6
BC13-1,7/27/18,10.24-11.29,2,17,7
BC15-3,7/27/18,10.24-11.29,2,18,8
BC13-6,7/27/18,10.24-11.29,2,16.5,9
BC13-2,7/27/18,10.24-11.29,2,16,10
BC13-7,7/27/18,10.24-11.29,2,15,11
BC13-10,7/27/18,10.24-11.29,2,18,12
BC13-3,7/27/18,10.24-11.29,2,17,13
BC2-1,7/27/18,10.24-11.29,2,15,14
BC2-3,7/27/18,10.24-11.29,2,16,15
BC2-2,7/27/18,11.47-12.53,3,16.5,1
BC2-14,7/27/18,11.47-12.53,3,17.5,3
BC2-6,7/27/18,11.47-12.53,3,15,4
BC3-13,7/27/18,11.47-12.53,3,16.5,5
BC3-4,7/27/18,11.47-12.53,3,16.5,6
BC3-11,7/27/18,11.47-12.53,3,17,7
BC2-12,7/27/18,11.47-12.53,3,17,8
BC3-6,7/27/18,11.47-12.53,3,15,9
BC3-15,7/27/18,11.47-12.53,3,16.5,10
BC3-1,7/27/18,11.47-12.53,3,18,11
BC2-8,7/27/18,11.47-12.53,3,17,12
BC2-9,7/27/18,11.47-12.53,3,16,13
BC2-11,7/27/18,11.47-12.53,3,16.5,14
BC2-4,7/27/18,11.47-12.53,3,17,15
BC3-12,7/27/18,1.07-2.13,4,15,1
BC4-10,7/27/18,1.07-2.13,4,15,3
BC4-4,7/27/18,1.07-2.13,4,17,4
BC4-11,7/27/18,1.07-2.13,4,15,5
BC3-9,7/27/18,1.07-2.13,4,16.5,6
BC3-8,7/27/18,1.07-2.13,4,17,7
BC3-10,7/27/18,1.07-2.13,4,17,8
BC4-1,7/27/18,1.07-2.13,4,16,9
BC4-6,7/27/18,1.07-2.13,4,15,10
BC4-14,7/27/18,1.07-2.13,4,15,11
BC4-3,7/27/18,1.07-2.13,4,15,12
BC4-2,7/27/18,1.07-2.13,4,17.5,13
BC4-5,7/27/18,1.07-2.13,4,15,14
BC4-7,7/27/18,1.07-2.13,4,15,15
BC12-8,7/31/18,7.59-9.04,1,16.5,1
BC12-12,7/31/18,7.59-9.04,1,15,3
BC12-2,7/31/18,7.59-9.04,1,15.5,4
BC12-11,7/31/18,7.59-9.04,1,15,5
BC12-15,7/31/18,7.59-9.04,1,15,6
BC14-3,7/31/18,7.59-9.04,1,15,7
BC14-1,7/31/18,7.59-9.04,1,15,8
BC12-6,7/31/18,7.59-9.04,1,17,9
BC12-9,7/31/18,7.59-9.04,1,17,10
BC12-7,7/31/18,7.59-9.04,1,15,11
BC14-10,7/31/18,7.59-9.04,1,15,12
BC12-10,7/31/18,7.59-9.04,1,17,13
BC14-2,7/31/18,7.59-9.04,1,17,14
BC12-5,7/31/18,7.59-9.04,1,17,15
BC12-8,7/31/18,9.34-10.43,2,14.2,1
BC12-12,7/31/18,9.34-10.43,2,12.1,3
BC12-2,7/31/18,9.34-10.43,2,13.5,4
BC12-11,7/31/18,9.34-10.43,2,11,5
BC12-15,7/31/18,9.34-10.43,2,11.5,6
BC14-3,7/31/18,9.34-10.43,2,13,7
BC14-1,7/31/18,9.34-10.43,2,12.5,8
BC12-6,7/31/18,9.34-10.43,2,17,9
BC12-9,7/31/18,9.34-10.43,2,17,10
BC12-7,7/31/18,9.34-10.43,2,15,11
BC14-10,7/31/18,9.34-10.43,2,15,12
BC12-10,7/31/18,9.34-10.43,2,17,13
BC14-2,7/31/18,9.34-10.43,2,17,14
BC12-5,7/31/18,9.34-10.43,2,17,15
BC14-7,7/31/18,11.37-12.53,3,15,1
BC15-10,7/31/18,11.37-12.53,3,17,3
BC15-5,7/31/18,11.37-12.53,3,15,4
BC14-4,7/31/18,11.37-12.53,3,16,5
BC15-8,7/31/18,11.37-12.53,3,19,6
BC14-8*,7/31/18,11.37-12.53,3,15,7
BC15-12,7/31/18,11.37-12.53,3,16,8
BC14-2,7/31/18,11.37-12.53,3,17,9
BC15-14,7/31/18,11.37-12.53,3,16,10
BC15-1,7/31/18,11.37-12.53,3,15,11
BC15-4,7/31/18,11.37-12.53,3,16,12
BC14-14,7/31/18,11.37-12.53,3,14,13
BC14-15,7/31/18,11.37-12.53,3,15,14
BC15-9,7/31/18,11.37-12.53,3,19,15
BC14-7,7/31/18,2.58-4.04,4,12,1
BC15-10,7/31/18,2.58-4.04,4,13.5,3
BC15-5,7/31/18,2.58-4.04,4,11,4
BC14-4,7/31/18,2.58-4.04,4,16,5
BC15-8,7/31/18,2.58-4.04,4,15,6
BC14-8,7/31/18,2.58-4.04,4,11.5,7
BC15-12,7/31/18,2.58-4.04,4,13,8
BC14-2,7/31/18,2.58-4.04,4,17,9
BC15-14,7/31/18,2.58-4.04,4,16,10
BC15-1,7/31/18,2.58-4.04,4,15,11
BC15-4,7/31/18,2.58-4.04,4,16,12
BC14-14,7/31/18,2.58-4.04,4,14,13
BC14-15,7/31/18,2.58-4.04,4,15,14
BC15-9,7/31/18,2.58-4.04,4,19,15
BC15-13,7/31/18,5.04-5.34,5,17,3
Water,7/31/18,5.04-5.34,5,13,5
BC15-3,7/31/18,5.04-5.34,5,18,6
BC15-3,7/31/18,5.51-6.09,6,18,1
BC15-13,7/31/18,5.51-6.09,6,17,4
BC12-15,8/1/18,8.55-10.01,1,15,1
BC12-12,8/1/18,8.55-10.01,1,15,3
BC12-8,8/1/18,8.55-10.01,1,16.5,4
BC14-8,8/1/18,8.55-10.01,1,15,5
BC14-4,8/1/18,8.55-10.01,1,16,6
BC12-2,8/1/18,8.55-10.01,1,15.5,7
BC12-11,8/1/18,8.55-10.01,1,15,8
BC12-6,8/1/18,8.55-10.01,1,17,9
BC14-14,8/1/18,8.55-10.01,1,14,10
BC12-9,8/1/18,8.55-10.01,1,17,11
BC12-10,8/1/18,8.55-10.01,1,17,12
BC12-5,8/1/18,8.55-10.01,1,17,13
BC14-2,8/1/18,8.55-10.01,1,17,14
BC12-7,8/1/18,8.55-10.01,1,15,15
BC14-3,8/1/18,10.32-11.37,2,15,1
BC15-8,8/1/18,10.32-11.37,2,19,3
BC15-5,8/1/18,10.32-11.37,2,15,4
BC15-10,8/1/18,10.32-11.37,2,17,5
BC15-13,8/1/18,10.32-11.37,2,17,6
BC14-7,8/1/18,10.32-11.37,2,15,7
BC14-1,8/1/18,10.32-11.37,2,15,8
BC15-9,8/1/18,10.32-11.37,2,19,9
BC15-4,8/1/18,10.32-11.37,2,16,10
BC15-3,8/1/18,10.32-11.37,2,18,11
BC15-1,8/1/18,10.32-11.37,2,15,12
BC14-15,8/1/18,10.32-11.37,2,15,13
BC14-5,8/1/18,10.32-11.37,2,15,14
BC14-10,8/1/18,10.32-11.37,2,15,15
BC13-1,8/1/18,12.13-1.18,3,17,1
BC2-9,8/1/18,12.13-1.18,3,16,3
BC13-4,8/1/18,12.13-1.18,3,17.5,4
BC13-8,8/1/18,12.13-1.18,3,18,5
BC2-11,8/1/18,12.13-1.18,3,16.5,6
BC13-6,8/1/18,12.13-1.18,3,16.5,7
BC13-2,8/1/18,12.13-1.18,3,16,8
BC13-15,8/1/18,12.13-1.18,3,15,9
BC13-9,8/1/18,12.13-1.18,3,19,10
BC13-3,8/1/18,12.13-1.18,3,17,11
BC13-7,8/1/18,12.13-1.18,3,15,12
BC13-10,8/1/18,12.13-1.18,3,18,13
BC2-14,8/1/18,12.13-1.18,3,17.5,14
BC2-8,8/1/18,12.13-1.18,3,17,15
BC3-10,8/1/18,1.46-2.52,4,17,1
BC3-12,8/1/18,1.46-2.52,4,15,3
BC3-11,8/1/18,1.46-2.52,4,17,4
BC2-2,8/1/18,1.46-2.52,4,16.5,5
BC2-12,8/1/18,1.46-2.52,4,17,6
BC2-1,8/1/18,1.46-2.52,4,15,7
BC3-1,8/1/18,1.46-2.52,4,18,8
BC3-6,8/1/18,1.46-2.52,4,15,9
BC3-8,8/1/18,1.46-2.52,4,17,10
BC2-4,8/1/18,1.46-2.52,4,17,11
BC3-9,8/1/18,1.46-2.52,4,16.5,12
BC3-15,8/1/18,1.46-2.52,4,16.5,13
BC2-3,8/1/18,1.46-2.52,4,16,14
BC2-6,8/1/18,1.46-2.52,4,15,15
BC4-6,8/1/18,3.47-4.52,5,15,1
BC4-4,8/1/18,3.47-4.52,5,17,3
BC4-14,8/1/18,3.47-4.52,5,15,4
BC4-2,8/1/18,3.47-4.52,5,17.5,5
BC3-4,8/1/18,3.47-4.52,5,16.5,6
BC4-5,8/1/18,3.47-4.52,5,15,7
BC15-12,8/1/18,3.47-4.52,5,16,8
BC4-1,8/1/18,3.47-4.52,5,16,9
BC4-10,8/1/18,3.47-4.52,5,15,10
BC15-14,8/1/18,3.47-4.52,5,16,11
BC4-7,8/1/18,3.47-4.52,5,15,12
BC4-11,8/1/18,3.47-4.52,5,15,13
BC4-13,8/1/18,3.47-4.52,5,15.5,14
BC3-13,8/1/18,3.47-4.52,5,16.5,15
BC12-12,8/2/18,8.53-9.59,1,14,1
BC12-11,8/2/18,8.53-9.59,1,15,3
BC14-7,8/2/18,8.53-9.59,1,15,4
BC12-15,8/2/18,8.53-9.59,1,15,5
BC14-3,8/2/18,8.53-9.59,1,15,6
BC12-8,8/2/18,8.53-9.59,1,15,7
BC12-2,8/2/18,8.53-9.59,1,15.5,8
BC12-9,8/2/18,8.53-9.59,1,17,9
BC14-10,8/2/18,8.53-9.59,1,15,10
BC14-5,8/2/18,8.53-9.59,1,15,11
BC12-7,8/2/18,8.53-9.59,1,15,12
BC12-6,8/2/18,8.53-9.59,1,17,13
BC12-5,8/2/18,8.53-9.59,1,17,14
BC12-10,8/2/18,8.53-9.59,1,17,15
BC12-12,8/2/18,10.19-11.27,2,15,1
BC12-11,8/2/18,10.19-11.27,2,15,3
BC14-7,8/2/18,10.19-11.27,2,15,4
BC12-15,8/2/18,10.19-11.27,2,15,5
BC14-3,8/2/18,10.19-11.27,2,15,6
BC12-8,8/2/18,10.19-11.27,2,16.5,7
BC12-2,8/2/18,10.19-11.27,2,15.5,8
BC12-9,8/2/18,10.19-11.27,2,17,9
BC14-10,8/2/18,10.19-11.27,2,15,10
BC14-5,8/2/18,10.19-11.27,2,15,11
BC12-7,8/2/18,10.19-11.27,2,15,12
BC12-6,8/2/18,10.19-11.27,2,17,13
BC12-5,8/2/18,10.19-11.27,2,17,14
BC12-10,8/2/18,10.19-11.27,2,17,15
BC15-12,8/2/18,11.46-12.51,3,16,1
BC15-8,8/2/18,11.46-12.51,3,19,3
BC15-13,8/2/18,11.46-12.51,3,17,4
BC15-10,8/2/18,11.46-12.51,3,17,5
BC14-8,8/2/18,11.46-12.51,3,15,6
BC14-4,8/2/18,11.46-12.51,3,16,7
BC14-1,8/2/18,11.46-12.51,3,15,8
BC15-4,8/2/18,11.46-12.51,3,16,9
BC14-2,8/2/18,11.46-12.51,3,17,10
BC15-1,8/2/18,11.46-12.51,3,15,11
BC15-9,8/2/18,11.46-12.51,3,19,12
BC14-15,8/2/18,11.46-12.51,3,15,13
BC14-14,8/2/18,11.46-12.51,3,14,14
BC15-14,8/2/18,11.46-12.51,3,16,15
BC15-12,8/2/18,1.08-2.14,4,16,1
BC15-8,8/2/18,1.08-2.14,4,19,3
BC15-13,8/2/18,1.08-2.14,4,17,4
BC15-10,8/2/18,1.08-2.14,4,17,5
BC14-8,8/2/18,1.08-2.14,4,15,6
BC14-4,8/2/18,1.08-2.14,4,16,7
BC14-1,8/2/18,1.08-2.14,4,15,8
BC15-4,8/2/18,1.08-2.14,4,16,9
BC14-2,8/2/18,1.08-2.14,4,17,10
BC15-1,8/2/18,1.08-2.14,4,15,11
BC15-9,8/2/18,1.08-2.14,4,19,12
BC14-15,8/2/18,1.08-2.14,4,15,13
BC14-14,8/2/18,1.08-2.14,4,14,14
BC15-14,8/2/18,1.08-2.14,4,16,15
BC15-5,8/2/18,3.02-3.21,5,15,1
BC15-3,8/2/18,3.02-3.21,5,18,3
BC15-5,8/2/18,3.35-3.52,6,15,1
BC15-3,8/2/18,3.35-3.52,6,18,3
BC12-2,8/3/18,9.18-10.25,1,15.5,1
BC12-8,8/3/18,9.18-10.25,1,16.5,3
BC14-1,8/3/18,9.18-10.25,1,15,4
BC12-11,8/3/18,9.18-10.25,1,15,5
BC12-15,8/3/18,9.18-10.25,1,15,6
BC12-12,8/3/18,9.18-10.25,1,15,7
BC14-4,8/3/18,9.18-10.25,1,16,8
BC14-15,8/3/18,9.18-10.25,1,15,9
BC12-10,8/3/18,9.18-10.25,1,17,10
BC14-2,8/3/18,9.18-10.25,1,17,11
BC12-9,8/3/18,9.18-10.25,1,17,12
BC12-6,8/3/18,9.18-10.25,1,17,13
BC12-7,8/3/18,9.18-10.25,1,15,14
BC12-5,8/3/18,9.18-10.25,1,17,15
BC15-13,8/3/18,10.37-11.43,2,17,1
BC14-3,8/3/18,10.37-11.43,2,15,3
BC14-8,8/3/18,10.37-11.43,2,15,4
BC15-5,8/3/18,10.37-11.43,2,15,5
BC15-8,8/3/18,10.37-11.43,2,19,6
BC15-10,8/3/18,10.37-11.43,2,17,7
BC14-7,8/3/18,10.37-11.43,2,15,8
BC15-3,8/3/18,10.37-11.43,2,18,9
BC14-5,8/3/18,10.37-11.43,2,15,10
BC15-1,8/3/18,10.37-11.43,2,15,11
BC14-14,8/3/18,10.37-11.43,2,14,12
BC15-14,8/3/18,10.37-11.43,2,16,13
BC15-9,8/3/18,10.37-11.43,2,19,14
BC14-10,8/3/18,10.37-11.43,2,15,15
BC15-4,8/3/18,11.47-12.06,3,16,1
BC15-12,8/3/18,11.47-12.06,3,16,3
BC2-11,8/7/18,8.53-9.59,1,16.5,1
BC2-9,8/7/18,8.53-9.59,1,16,3
BC3-12,8/7/18,8.53-9.59,1,15,4
BC3-12,8/7/18,8.53-9.59,1,15,5
BC2-12,8/7/18,8.53-9.59,1,17,6
BC2-1,8/7/18,8.53-9.59,1,15,7
BC2-2,8/7/18,8.53-9.59,1,16.5,8
BC2-8,8/7/18,8.53-9.59,1,17,9
BC3-15,8/7/18,8.53-9.59,1,16.5,10
BC3-13,8/7/18,8.53-9.59,1,16.5,11
BC2-14,8/7/18,8.53-9.59,1,17.5,12
BC2-3,8/7/18,8.53-9.59,1,16,13
BC2-4,8/7/18,8.53-9.59,1,17,14
BC2-6,8/7/18,8.53-9.59,1,15,15
BC4-2,8/7/18,10.26-11.34,2,17.5,1
BC3-11,8/7/18,10.26-11.34,2,17,3
BC4-4,8/7/18,10.26-11.34,2,17,4
BC3-4,8/7/18,10.26-11.34,2,16.5,5
BC4-5,8/7/18,10.26-11.34,2,15,6
BC4-14,8/7/18,10.26-11.34,2,15,7
BC3-10,8/7/18,10.26-11.34,2,17,8
BC3-8,8/7/18,10.26-11.34,2,17,9
BC3-6,8/7/18,10.26-11.34,2,15,10
BC4-13,8/7/18,10.26-11.34,2,15.5,11
BC3-9,8/7/18,10.26-11.34,2,16.5,12
BC4-1,8/7/18,10.26-11.34,2,16,13
BC4-7,8/7/18,10.26-11.34,2,15,14
BC4-11,8/7/18,10.26-11.34,2,15,15
BC12-10,8/7/18,12.05-1.12,3,17,1
BC15-4,8/7/18,12.05-1.12,3,16,3
BC15-14,8/7/18,12.05-1.12,3,16,4
BC15-9,8/7/18,12.05-1.12,3,19,5
BC15-14,8/7/18,12.05-1.12,3,16,6
BC4-10,8/7/18,12.05-1.12,3,15,7
BC15-3,8/7/18,12.05-1.12,3,18,8
BC4-6,8/7/18,12.05-1.12,3,15,9
BC15-5,8/7/18,12.05-1.12,3,15,10
BC12-11,8/7/18,12.05-1.12,3,15,11
BC15-13,8/7/18,12.05-1.12,3,17,12
BC15-10,8/7/18,12.05-1.12,3,17,13
BC15-12,8/7/18,12.05-1.12,3,16,14
BC15-8,8/7/18,12.05-1.12,3,19,15
BC12-7,8/7/18,1.30-2.36,4,15,1
BC12-6,8/7/18,1.30-2.36,4,17,3
BC14-2,8/7/18,1.30-2.36,4,17,4
BC12-5,8/7/18,1.30-2.36,4,17,5
BC14-5,8/7/18,1.30-2.36,4,15,6
BC12-9,8/7/18,1.30-2.36,4,17,7
BC14-14,8/7/18,1.30-2.36,4,14,8
BC14-3,8/7/18,1.30-2.36,4,15,9
BC12-8,8/7/18,1.30-2.36,4,16.5,10
BC14-4,8/7/18,1.30-2.36,4,16,11
BC14-1,8/7/18,1.30-2.36,4,15,12
BC12-12,8/7/18,1.30-2.36,4,15,13
BC12-2,8/7/18,1.30-2.36,4,15.5,14
BC12-15,8/7/18,1.30-2.36,4,15,15
BC13-3,8/7/18,3.13-4.22,5,17,1
BC13-10,8/7/18,3.13-4.22,5,18,3
BC13-15,8/7/18,3.13-4.22,5,15,4
BC13-9,8/7/18,3.13-4.22,5,19,5
BC14-15,8/7/18,3.13-4.22,5,15,6
BC13-7,8/7/18,3.13-4.22,5,15,7
BC14-10,8/7/18,3.13-4.22,5,15,8
BC14-8,8/7/18,3.13-4.22,5,15,9
BC14-7,8/7/18,3.13-4.22,5,15,10
BC13-6,8/7/18,3.13-4.22,5,16.5,11
BC13-1,8/7/18,3.13-4.22,5,17,12
BC13-8,8/7/18,3.13-4.22,5,18,13
BC13-4,8/7/18,3.13-4.22,5,17.5,14
BC13-2,8/7/18,3.13-4.22,5,16,15
BC15-10,8/10/18,8.34-9.41,1,17,1
BC15-5,8/10/18,8.34-9.41,1,15,3
BC2-1,8/10/18,8.34-9.41,1,15,4
BC2-12,8/10/18,8.34-9.41,1,17,5
BC15-12,8/10/18,8.34-9.41,1,16,6
BC15-13,8/10/18,8.34-9.41,1,17,7
BC15-8,8/10/18,8.34-9.41,1,19,8
BC2-14,8/10/18,8.34-9.41,1,17.5,9
BC15-9,8/10/18,8.34-9.41,1,19,10
BC15-14,8/10/18,8.34-9.41,1,16,11
BC15-3,8/10/18,8.34-9.41,1,18,12
BC15-4,8/10/18,8.34-9.41,1,16,13
BC15-1,8/10/18,8.34-9.41,1,15,14
BC2-4,8/10/18,8.34-9.41,1,17,15
BC3-4,8/10/18,10.04-11.09,2,16.5,1
BC2-2,8/10/18,10.04-11.09,2,16.5,3
BC2-9,8/10/18,10.04-11.09,2,16,4
BC3-10,8/10/18,10.04-11.09,2,17,5
BC3-12,8/10/18,10.04-11.09,2,15,6
BC2-11,8/10/18,10.04-11.09,2,16.5,7
BC3-11,8/10/18,10.04-11.09,2,17,8
BC3-9,8/10/18,10.04-11.09,2,16.5,9
BC2-8,8/10/18,10.04-11.09,2,17,10
BC3-8,8/10/18,10.04-11.09,2,17,11
BC2-3,8/10/18,10.04-11.09,2,16,12
BC2-6,8/10/18,10.04-11.09,2,15,13
BC3-6,8/10/18,10.04-11.09,2,15,14
BC3-15,8/10/18,10.04-11.09,2,16.5,15
BC3-13,8/10/18,11.30-12.37,3,16.5,1
BC4-10,8/10/18,11.30-12.37,3,15,3
BC4-10,8/10/18,11.30-12.37,3,15,4
BC12-7,8/10/18,11.30-12.37,3,15,5
BC4-11,8/10/18,11.30-12.37,3,15,6
BC4-7,8/10/18,11.30-12.37,3,15,7
BC4-13,8/10/18,11.30-12.37,3,15.5,8
BC4-4,8/10/18,11.30-12.37,3,17,9
BC4-2,8/10/18,11.30-12.37,3,17.5,10
BC4-6,8/10/18,11.30-12.37,3,15,11
BC12-15,8/10/18,11.30-12.37,3,15,12
BC4-5,8/10/18,11.30-12.37,3,15,13
BC4-14,8/10/18,11.30-12.37,3,15,14
BC3-1,8/10/18,11.30-12.37,3,18,15
BC12-9,8/10/18,12.55-2.03,4,17,1
BC12-5,8/10/18,12.55-2.03,4,17,3
BC14-15,8/10/18,12.55-2.03,4,15,4
BC12-10,8/10/18,12.55-2.03,4,17,5
BC12-6,8/10/18,12.55-2.03,4,17,6
BC14-2,8/10/18,12.55-2.03,4,17,7
BC14-10,8/10/18,12.55-2.03,4,15,8
BC14-3,8/10/18,12.55-2.03,4,15,9
BC12-11,8/10/18,12.55-2.03,4,15,10
BC12-8,8/10/18,12.55-2.03,4,16.5,11
BC14-7,8/10/18,12.55-2.03,4,15,12
BC12-12,8/10/18,12.55-2.03,4,15,13
BC12-2,8/10/18,12.55-2.03,4,15.5,14
BC14-8,8/10/18,12.55-2.03,4,15,15
BC13-10,8/10/18,2.35-3.41,5,18,1
BC13-3,8/10/18,2.35-3.41,5,17,3
BC13-9,8/10/18,2.35-3.41,5,19,4
BC13-7,8/10/18,2.35-3.41,5,15,5
BC13-15,8/10/18,2.35-3.41,5,15,6
BC14-14,8/10/18,2.35-3.41,5,14,7
BC14-5,8/10/18,2.35-3.41,5,15,8
BC13-6,8/10/18,2.35-3.41,5,16.5,9
BC13-1,8/10/18,2.35-3.41,5,17,10
BC14-1,8/10/18,2.35-3.41,5,15,11
BC13-4,8/10/18,2.35-3.41,5,17.5,12
BC14-4,8/10/18,2.35-3.41,5,16,13
BC13-8,8/10/18,2.35-3.41,5,18,14
BC13-2,8/10/18,2.35-3.41,5,16,15
BC12-8,8/13/18,7.41-8.52,1,16.5,1
BC12-12,8/13/18,7.41-8.52,1,15,3
BC12-6,8/13/18,7.41-8.52,1,17,4
BC12-15,8/13/18,7.41-8.52,1,15,5
BC12-11,8/13/18,7.41-8.52,1,15,6
BC12-10,8/13/18,7.41-8.52,1,17,7
BC12-2,8/13/18,7.41-8.52,1,15.5,8
BC12-7,8/13/18,7.41-8.52,1,15,9
BC13-6,8/13/18,7.41-8.52,1,16.5,10
BC12-9,8/13/18,7.41-8.52,1,17,11
BC13-7,8/13/18,7.41-8.52,1,15,12
BC13-9,8/13/18,7.41-8.52,1,19,13
BC12-5,8/13/18,7.41-8.52,1,17,14
BC13-4,8/13/18,7.41-8.52,1,17.5,15
BC13-10,8/13/18,9.05-10.20,2,18,1
BC13-15,8/13/18,9.05-10.20,2,15,3
BC13-3,8/13/18,9.05-10.20,2,17,4
BC13-8,8/13/18,9.05-10.20,2,18,5
BC14-15,8/13/18,9.05-10.20,2,15,6
BC13-1,8/13/18,9.05-10.20,2,17,7
BC13-13,8/13/18,9.05-10.20,2,15,8
BC14-5,8/13/18,9.05-10.20,2,15,9
BC14-4,8/13/18,9.05-10.20,2,16,10
BC14-3,8/13/18,9.05-10.20,2,15,11
BC14-1,8/13/18,9.05-10.20,2,15,12
BC14-2,8/13/18,9.05-10.20,2,17,13
BC14-8,8/13/18,9.05-10.20,2,15,14
BC14-10,8/13/18,9.05-10.20,2,15,15
BC14-10,8/13/18,10.41-11.15,3,15,1
BC14-7,8/13/18,10.41-11.15,3,15,3
BC2-6,8/14/18,9.17-10.22,1,15,1
BC2-8,8/14/18,9.17-10.22,1,17,3
BC3-9,8/14/18,9.17-10.22,1,16.5,4
BC3-1,8/14/18,9.17-10.22,1,18,5
BC3-6,8/14/18,9.17-10.22,1,15,6
BC2-12,8/14/18,9.17-10.22,1,17,7
BC3-12,8/14/18,9.17-10.22,1,15,8
BC2-2,8/14/18,9.17-10.22,1,16.5,9
BC2-9,8/14/18,9.17-10.22,1,16,10
BC2-4,8/14/18,9.17-10.22,1,17,11
BC2-14,8/14/18,9.17-10.22,1,17.5,12
BC2-1,8/14/18,9.17-10.22,1,15,13
BC2-11,8/14/18,9.17-10.22,1,16.5,14
BC2-3,8/14/18,9.17-10.22,1,16,15
BC2-6,8/14/18,10.35-11.40,2,15,1
BC2-8,8/14/18,10.35-11.40,2,17,3
BC3-9,8/14/18,10.35-11.40,2,16.5,4
BC3-1,8/14/18,10.35-11.40,2,14,5
BC3-6,8/14/18,10.35-11.40,2,15,6
BC2-12,8/14/18,10.35-11.40,2,13.4,7
BC3-12,8/14/18,10.35-11.40,2,11.9,8
BC2-2,8/14/18,10.35-11.40,2,13.2,9
BC2-9,8/14/18,10.35-11.40,2,13,10
BC2-4,8/14/18,10.35-11.40,2,17,11
BC2-14,8/14/18,10.35-11.40,2,17.5,12
BC2-1,8/14/18,10.35-11.40,2,15,13
BC2-11,8/14/18,10.35-11.40,2,13.8,14
BC2-3,8/14/18,10.35-11.40,2,12.2,15
BC4-4,8/14/18,11.50-12.54,3,17,1
BC4-2,8/14/18,11.50-12.54,3,17.5,3
BC3-4,8/14/18,11.50-12.54,3,16.5,4
BC4-5,8/14/18,11.50-12.54,3,15,5
BC3-11,8/14/18,11.50-12.54,3,17,6
BC3-10,8/14/18,11.50-12.54,3,17,7
BC4-6,8/14/18,11.50-12.54,3,15,8
BC4-7,8/14/18,11.50-12.54,3,15,9
BC4-13,8/14/18,11.50-12.54,3,15.5,10
BC4-1,8/14/18,11.50-12.54,3,16,11
BC3-8,8/14/18,11.50-12.54,3,17,12
BC3-13,8/14/18,11.50-12.54,3,16.5,13
BC4-10,8/14/18,11.50-12.54,3,15,14
BC3-15,8/14/18,11.50-12.54,3,16.5,15
BC4-4,8/14/18,1.13-2.20,4,13.4,1
BC4-2,8/14/18,1.13-2.20,4,13.7,3
BC3-4,8/14/18,1.13-2.20,4,12.2,4
BC4-5,8/14/18,1.13-2.20,4,12,5
BC3-11,8/14/18,1.13-2.20,4,13.2,6
BC3-10,8/14/18,1.13-2.20,4,15,7
BC4-6,8/14/18,1.13-2.20,4,15,8
BC4-7,8/14/18,1.13-2.20,4,15,9
BC4-13,8/14/18,1.13-2.20,4,15.5,10
BC4-1,8/14/18,1.13-2.20,4,16,11
BC3-8,8/14/18,1.13-2.20,4,17,12
BC3-13,8/14/18,1.13-2.20,4,16.5,13
BC4-10,8/14/18,1.13-2.20,4,15,14
BC3-15,8/14/18,1.13-2.20,4,16.5,15
BC15-10,8/14/18,2.39-3.42,5,17,1
BC15-5,8/14/18,2.39-3.42,5,15,3
SEAWATER,8/14/18,2.39-3.42,5,15,4
BC15-13,8/14/18,2.39-3.42,5,17,5
BC4-14,8/14/18,2.39-3.42,5,15,6
BC15-8,8/14/18,2.39-3.42,5,19,7
BC15-12,8/14/18,2.39-3.42,5,16,8
BC15-3,8/14/18,2.39-3.42,5,18,9
BC4-11,8/14/18,2.39-3.42,5,15,10
BC15-9,8/14/18,2.39-3.42,5,19,11
BC15-1,8/14/18,2.39-3.42,5,15,12
BC15-4,8/14/18,2.39-3.42,5,16,13
BC15-14,8/14/18,2.39-3.42,5,16,14
BC15-10,8/14/18,3.53-4.58,6,17,1
